timestamp,severity,frequency,impact,alert_score
2024-01-02 09:00:00,0.9488855372533332,8,56.830860333547164,431.4078515213364
2024-01-02 10:00:00,0.9656320330745594,6,9.367476782809248,54.27321390337696
2024-01-02 11:00:00,0.8083973481164611,8,36.77158030594335,237.80838404300877
2024-01-02 12:00:00,0.3046137691733707,9,26.520236768172545,72.70586353190924
2024-01-02 13:00:00,0.09767211400638387,4,24.398964337908357,9.532393705799517
2024-01-02 14:00:00,0.6842330265121569,1,97.30105547524455,66.57659567065386
2024-01-02 15:00:00,0.4401524937396013,1,39.30977246667604,17.302294379543778
2024-01-02 16:00:00,0.12203823484477883,4,89.20465551771133,43.545514797272205
2024-01-02 17:00:00,0.4951769101112702,7,63.11386259972629,218.76769227123805
2024-01-02 18:00:00,0.034388521115218396,2,79.48113035416485,5.466477058891247
2024-01-02 19:00:00,0.9093204020787821,3,50.26370931051921,137.11744908063704
2024-01-02 20:00:00,0.2587799816000169,1,57.69038846263591,14.92911766485875
2024-01-02 21:00:00,0.662522284353982,5,49.25176938188639,163.1519737968144
2024-01-02 22:00:00,0.31171107608941095,1,19.52429877980445,6.085940182544018
2024-01-02 23:00:00,0.5200680211778108,8,72.24521152615053,300.5793935838198
2024-01-03 00:00:00,0.5467102793432796,1,28.07723624408558,15.350113670191282
2024-01-03 01:00:00,0.18485445552552704,1,2.431596643145384,0.4494914735263392
2024-01-03 02:00:00,0.9695846277645586,2,64.54722959071678,125.16800315189727
2024-01-03 03:00:00,0.7751328233611146,2,17.711067940704893,27.45686019523821
2024-01-03 04:00:00,0.9394989415641891,6,94.04585843529144,530.1359067507112
2024-01-03 05:00:00,0.8948273504276488,7,95.39285770025873,597.5209667395098
2024-01-03 06:00:00,0.5978999788110851,5,91.48643902204485,273.49869976391125
2024-01-03 07:00:00,0.9218742350231168,1,37.01587002554444,34.123976863513896
2024-01-03 08:00:00,0.0884925020519195,1,1.5456616528867428,0.13677946698965338
2024-01-03 09:00:00,0.1959828624191452,3,92.83185625877253,54.58035873983064
2024-01-03 10:00:00,0.045227288910538066,2,42.81841483173143,3.8731216365719714
2024-01-03 11:00:00,0.32533033076326434,5,96.66548190436696,157.24106600669023
2024-01-03 12:00:00,0.388677289689482,6,96.36199770892529,224.7223205914149
2024-01-03 13:00:00,0.2713490317738959,7,85.300945546736,162.02430288453243
2024-01-03 14:00:00,0.8287375091519293,4,29.444889206958567,97.60833655451748
2024-01-03 15:00:00,0.3567533266935893,7,38.50977286019253,96.16942704661727
2024-01-03 16:00:00,0.28093450968738076,8,85.11366715168569,191.29093079162996
2024-01-03 17:00:00,0.5426960831582485,1,31.692200515627768,17.199233086497014
2024-01-03 18:00:00,0.14092422497476265,6,16.94927466860925,14.331380379348813
2024-01-03 19:00:00,0.8021969807540397,8,55.68012624583501,357.33143329930084
2024-01-03 20:00:00,0.07455064367977082,5,93.6154774160781,34.895470498788356
2024-01-03 21:00:00,0.9868869366005173,4,69.6029796674973,274.761085529298
2024-01-03 22:00:00,0.7722447692966574,2,57.0061170089365,88.04535135612885
2024-01-03 23:00:00,0.1987156815341724,6,9.717649377076853,11.586295913255716
2024-01-04 00:00:00,0.005522117123602399,6,61.500722669916975,2.0376851626168246
2024-01-04 01:00:00,0.8154614284548342,1,99.00538501042632,80.73507268532308
2024-01-04 02:00:00,0.7068573438476171,9,14.008401523652402,89.11747343303865
2024-01-04 03:00:00,0.7290071680409873,6,51.832965236373674,226.71961918881428
2024-01-04 04:00:00,0.7712703466859457,3,87.73730719279554,203.0075500076362
2024-01-04 05:00:00,0.07404465173409036,4,74.07686177542044,21.93998172686143
2024-01-04 06:00:00,0.3584657285442726,4,69.7015740995268,99.9425021610779
2024-01-04 07:00:00,0.11586905952512971,3,70.24840839871092,24.418851042887574
2024-01-04 08:00:00,0.8631034258755935,3,35.94911512197552,93.08341325691951
2024-01-04 09:00:00,0.6232981268275579,3,29.359184426449335,54.898573974572045
2024-01-04 10:00:00,0.3308980248526492,4,80.93611554785136,107.12640309611922
2024-01-04 11:00:00,0.06355835028602363,7,81.01133946791808,36.04262963729336
2024-01-04 12:00:00,0.3109823217156622,4,86.70723185801037,107.85766509096919
2024-01-04 13:00:00,0.32518332202674705,9,91.32405525564712,267.27353702086987
2024-01-04 14:00:00,0.7296061783380641,1,51.13423988609378,37.30785734551469
2024-01-04 15:00:00,0.6375574713552131,8,50.15162946871996,255.79636854736552
2024-01-04 16:00:00,0.8872127425763265,7,79.82951789667752,495.7803585816004
2024-01-04 17:00:00,0.4722149251619493,2,64.99639307777652,61.38453378603776
2024-01-04 18:00:00,0.1195942459383017,8,70.19668772577033,67.16095948743953
2024-01-04 19:00:00,0.713244787222995,1,79.57926694361011,56.75949731855711
2024-01-04 20:00:00,0.7607850486168974,9,89.00053418175663,609.392481519578
2024-01-04 21:00:00,0.5612771975694962,9,33.79951568515358,170.7380769867231
2024-01-04 22:00:00,0.770967179954561,2,37.5582952639944,57.912425967165014
2024-01-04 23:00:00,0.49379559636439074,7,9.3981939840869,32.48550762184294
2024-01-05 00:00:00,0.5227328293819941,3,57.8280140996174,90.68580428350454
2024-01-05 01:00:00,0.42754101835854963,7,3.5942273796742086,10.756757438826648
2024-01-05 02:00:00,0.02541912674409519,9,46.55980181324602,10.651585531237682
2024-01-05 03:00:00,0.10789142699330445,4,54.26446347075766,23.418681595544346
